AGE,TOT_LOAN,TOT_LOAN_CRD,LOAN_BNK,LOAN_CPT,CRDT_CNT,GUARN_CNT,INCOME,LOAN_CRD_CNT,LATE_RATE,LATE_RATE_1Y,INS_MON_MAX,CANCEL_CNT_1Y,CALL_TIME,TEL_COST_MON,MOBILE_PRICE,SUSP_DAY,LATE_TEL,COMB_COMM,SEX,PAY_METHOD,JOB,TARGET
35,228,222,222,3,2,0,0,0,0,0,40,0,1.25,120,1000,0,0,1,M,B,B,0
60,66,6,0,0,3,0,0,0,0,0,140,0,0.44,40,300,0,0,1,F,C,C,0
45,9,3,0,9,2,0,5800,0,4,0,120,0,3.61,180,900,5,130,0,M,A,B,0
45,375,39,273,0,4,0,5200,0,11,0,120,0,3.66,20,0,0,0,0,F,C,D,0
35,6,6,0,6,6,0,4000,0,0,0,40,0,0.75,40,800,0,0,1,M,B,B,0
50,153,63,87,63,7,0,0,3,17,0,110,0,2.03,70,800,0,0,0,F,B,C,0
55,18,3,18,0,2,0,5200,0,3,0,150,0,0,50,800,0,0,0,F,C,C,0
60,0,0,0,0,4,0,4300,0,27,10,490,0,0.94,60,800,0,0,0,M,C,C,0
30,33,33,33,0,3,0,5100,0,0,0,1190,0,10.7,100,900,88,0,1,F,B,C,0
30,9,3,0,3,1,0,3700,0,7,10,1190,0,6.46,320,900,0,300,0,M,C,C,0
45,387,63,324,39,2,0,0,0,16,0,50,0,1.4,40,900,0,0,1,M,C,C,0
30,216,0,216,0,3,0,3300,0,3,0,160,0,1.28,120,1000,0,0,0,F,C,C,0
55,3,3,3,0,2,0,0,0,20,0,110,0,0,40,0,0,0,0,F,B,B,0
50,42,0,42,0,3,0,0,0,5,10,90,0,0.67,60,600,0,0,1,F,C,B,0
50,33,33,12,0,3,0,4800,0,2,0,80,0,1.05,120,800,4,0,1,M,C,C,0
45,12,12,12,0,0,1,5000,0,2,10,30,0,0,80,1000,0,0,1,M,C,B,0
55,63,0,0,0,2,0,3300,0,0,0,160,0,1.4,80,800,0,0,1,F,C,C,0
30,45,45,45,0,2,0,3200,0,0,0,50,0,1.02,100,900,0,0,0,F,B,C,0
45,3,3,3,0,1,0,4100,0,4,10,260,0,0.95,80,0,0,80,0,M,B,C,0
45,9,9,9,0,5,0,0,0,4,20,40,0,1.84,80,900,0,0,1,M,B,B,0
45,994,994,944,0,5,0,3500,1,26,10,590,0,3.08,70,900,0,0,1,F,B,C,0
35,339,339,333,6,3,0,0,0,4,10,590,1,0.52,60,0,0,0,1,M,C,B,0
40,294,93,294,0,6,0,3800,0,21,0,80,0,1.75,100,1100,0,0,1,M,B,C,0
25,9,9,9,0,0,0,5400,0,0,0,230,0,1.15,100,1000,0,0,0,F,C,C,0
55,69,6,69,0,4,0,0,0,0,0,30,0,1.02,20,0,0,0,1,M,B,B,0
35,129,0,129,0,1,0,3700,2,24,10,490,0,0,0,0,0,0,0,M,C,D,0
50,120,0,120,0,2,0,4100,3,4,30,130,0,0.65,50,700,0,0,0,F,B,C,0
50,105,105,105,0,3,0,4900,2,6,0,490,0,0.25,20,0,0,0,1,F,B,C,0
50,42,33,30,0,3,0,3700,0,6,20,150,0,0.38,50,900,0,0,1,F,C,C,0
55,69,3,54,12,4,0,5900,0,12,20,990,0,2.02,70,700,0,0,0,F,C,D,0
45,33,33,0,33,6,0,4100,1,8,10,990,0,0.94,100,900,0,0,0,M,B,C,0
45,18,18,18,0,4,0,0,0,4,0,50,0,0.81,30,400,0,0,0,M,C,B,0
55,12,0,0,12,3,0,5300,0,0,0,50,0,0.93,50,500,0,0,1,F,C,A,0
50,3,3,0,3,2,0,4700,0,1,0,340,0,0.32,40,800,0,0,0,M,D,B,0
65,213,204,204,6,2,0,0,0,0,0,50,0,1.01,50,500,0,0,0,F,C,C,0
30,24,24,6,18,3,0,0,0,5,0,1990,0,0,20,0,0,120,0,M,C,B,0
60,39,0,39,0,5,0,3100,0,9,30,90,0,1.06,30,800,1,0,1,F,B,B,0
60,9,9,9,0,2,0,8900,0,0,0,230,0,0.38,80,700,0,0,1,M,C,A,0
55,51,51,39,9,4,0,4200,1,5,0,40,0,2.11,120,800,0,0,1,M,B,C,0
45,18,0,18,0,1,0,3900,0,23,20,260,0,0.87,70,800,0,0,1,M,C,D,0
40,27,27,27,0,4,0,4500,0,2,0,490,0,0.29,50,900,0,0,0,M,B,B,0
50,0,0,0,0,3,0,5400,0,2,40,190,0,1.27,60,400,0,0,0,M,C,C,0
55,21,21,18,0,2,0,4600,0,2,10,490,0,0,70,1000,0,0,0,M,C,C,0
60,9,9,9,0,4,0,3900,0,4,0,390,0,1.19,30,200,0,0,1,F,C,C,0
40,15,0,15,0,4,0,5100,0,0,0,230,0,0.57,60,0,0,0,1,M,B,C,0
40,12,12,12,0,3,0,3700,0,3,0,120,0,0.85,60,800,0,30,0,M,C,C,0
50,514,261,514,0,5,0,0,0,3,10,490,0,0.49,60,600,0,0,1,F,C,B,0
60,18,18,18,0,4,0,0,0,0,0,490,0,0.63,50,500,0,0,1,M,C,B,0
30,57,57,57,0,2,0,0,0,4,40,160,0,0.8,80,0,0,0,1,M,B,B,0
55,48,0,48,0,5,0,0,0,3,30,790,0,0.4,50,400,0,0,1,F,C,B,0
40,273,273,273,0,2,0,4100,0,5,0,340,0,0.85,100,500,0,0,1,F,C,B,0
45,12,3,0,6,2,0,0,1,0,0,790,0,2.02,60,400,0,0,1,F,B,B,0
55,30,30,30,0,3,1,5400,0,1,0,30,0,1.32,70,800,0,0,0,F,C,A,0
35,15,0,15,0,4,0,4500,1,1,0,160,0,1.67,140,900,0,0,1,M,B,B,0
45,114,114,108,3,4,0,4800,0,3,10,590,0,2.16,80,900,0,0,0,F,C,C,0
60,21,0,21,0,1,0,0,0,0,0,190,0,0,20,0,0,0,0,F,C,D,0
50,102,0,102,0,5,0,4700,1,9,0,60,0,2.79,50,0,0,0,0,F,C,C,0
60,33,24,6,6,3,0,0,0,3,0,60,0,0.79,50,0,0,0,0,F,C,B,0
45,21,0,21,0,3,0,4300,2,31,0,340,0,1.03,60,600,0,0,0,F,C,C,0
60,15,15,9,0,0,0,0,0,0,0,0,0,1.7,50,0,0,0,0,F,C,C,0
40,210,9,210,0,4,0,4300,0,1,0,230,0,4.63,80,1000,0,0,1,M,B,B,0
40,15,0,3,9,3,0,0,0,0,0,50,0,2.23,100,0,0,0,1,F,C,D,0
55,27,27,0,0,3,0,0,0,16,10,490,0,0.41,40,300,0,0,0,M,D,B,0
30,96,0,96,0,1,0,3700,0,21,20,790,0,0.55,60,0,0,0,1,F,C,C,0
45,774,99,774,0,5,0,5300,1,5,10,490,0,0.76,100,0,0,0,0,M,B,B,0
50,75,75,57,15,6,2,0,1,23,10,200,0,0.24,80,800,0,0,1,M,B,C,0
40,201,3,198,3,3,0,0,0,5,10,230,0,0.16,20,0,0,0,1,M,C,B,0
45,375,24,0,24,3,0,2800,0,10,20,150,0,4.07,80,0,0,0,1,F,B,A,0
55,249,249,249,0,4,0,0,0,12,0,490,0,0.51,80,900,6,0,1,M,C,B,0
45,57,57,51,0,0,0,0,0,2,10,110,0,0.66,20,0,0,0,0,M,C,B,0
60,6,0,0,6,5,0,0,0,15,0,490,0,1.37,70,900,0,0,1,F,B,C,0
40,84,0,81,0,6,0,0,2,1,0,590,0,0,80,1000,40,30,0,M,C,B,0
45,276,48,192,0,8,0,0,1,4,0,300,0,0,20,0,0,0,0,M,B,B,0
45,9,0,0,0,2,0,4600,0,3,0,390,0,0.36,40,1000,1,0,1,M,B,A,0
40,135,0,135,0,4,0,4300,0,2,0,60,0,0.98,50,1000,0,0,0,M,C,C,0
40,9,9,9,0,1,0,0,0,37,0,40,0,1.48,60,600,0,0,1,F,C,B,0
30,90,0,90,0,3,0,3500,0,4,10,100,0,2.16,80,900,0,0,1,M,B,A,0
40,54,0,54,0,5,0,3800,0,3,0,1490,0,2.14,70,800,0,0,1,M,C,A,0
50,15,15,0,15,3,1,0,2,0,0,90,0,0.35,300,700,0,0,0,M,C,B,0
55,24,24,0,3,1,0,3900,0,2,10,490,0,4.33,120,800,0,260,0,M,C,C,0
55,51,51,0,3,4,0,0,2,4,0,260,0,0,0,800,995,0,0,M,C,B,0
50,3,3,3,0,7,0,0,1,14,0,40,0,1.27,60,1000,0,0,0,F,C,B,0
45,282,132,282,0,5,0,5100,0,2,0,230,0,0,10,0,0,0,0,M,C,C,0
40,3,3,0,3,2,0,0,0,0,0,100,0,0.88,50,300,0,0,1,M,C,B,0
50,63,54,3,6,8,1,0,0,14,10,10000,0,0,10,0,0,0,0,F,C,B,0
40,69,69,33,33,2,0,0,0,1,0,1490,0,0,20,300,0,0,0,M,B,B,0
55,0,0,0,0,1,0,6100,0,1,0,60,0,0,10,0,10,60,0,F,A,B,0
45,12,0,12,0,1,0,0,1,1,0,230,0,4.46,40,0,9,0,0,F,C,B,0
30,12,12,0,12,2,0,0,0,0,0,0,0,2.57,140,700,0,0,1,F,B,B,0
35,0,0,0,0,3,0,3000,0,2,0,230,0,0,30,0,0,0,0,F,B,D,0
30,123,9,123,0,5,0,0,0,0,0,80,0,0,80,900,820,0,1,M,B,B,0
65,45,15,0,15,0,0,0,0,7,0,50,0,1.44,50,700,0,0,0,M,C,C,0
45,48,0,48,0,4,0,2800,0,9,20,790,0,1.17,80,700,0,0,1,F,B,C,0
55,183,183,6,0,1,0,2700,1,17,0,60,0,1.63,100,900,0,0,0,M,C,C,0
20,33,33,33,0,0,0,0,0,24,0,490,0,0,70,800,0,0,1,F,C,D,0
55,12,12,0,0,1,0,0,0,70,0,190,0,1.41,50,600,0,0,0,F,C,B,0
40,72,0,0,0,1,0,4400,1,12,0,70,0,2.7,160,900,0,0,0,F,C,C,0
60,39,0,0,0,3,0,0,0,0,0,80,0,0.39,80,800,0,0,1,F,B,B,0
55,36,36,36,0,3,0,5800,0,1,0,70,0,7.58,40,800,0,0,0,F,C,A,0
45,66,6,54,9,1,0,0,0,2,0,130,0,0.73,30,400,1,0,0,M,C,B,0
30,117,39,117,0,4,0,5500,0,5,0,340,0,1.28,80,800,0,0,1,M,B,C,0
70,27,27,0,0,2,0,0,0,8,30,40,0,1.63,40,0,0,0,1,M,C,B,0
40,99,99,99,0,5,0,0,0,0,0,390,0,0.89,80,900,0,0,1,F,B,A,0
35,132,132,0,0,7,0,4500,0,35,0,190,0,1.3,70,0,0,0,1,F,B,C,0
60,39,39,0,0,3,0,3400,0,6,0,80,0,0,10,0,0,0,0,M,C,C,0
45,18,18,18,0,4,0,4100,0,17,50,150,0,0,20,0,0,0,0,M,D,C,0
45,12,0,0,12,4,0,0,0,1,0,390,0,4.88,30,900,0,0,1,F,C,B,0
40,237,9,237,0,2,0,0,0,4,0,230,0,0,20,300,0,0,0,M,B,B,0
35,0,0,0,0,5,0,0,0,19,0,120,0,1.55,50,700,3,0,1,F,B,B,0
55,87,87,87,0,2,0,0,0,0,0,130,0,1.09,60,900,0,0,0,M,C,B,0
30,754,132,624,132,1,0,4800,0,12,0,50,0,1.31,140,900,0,0,0,M,C,C,0
45,99,0,30,0,7,0,0,0,0,0,50,0,2.05,70,500,0,0,1,F,B,B,0
65,42,42,42,0,3,0,3600,1,2,0,150,0,1.32,60,900,0,0,0,F,C,C,0
55,27,27,27,0,5,0,6100,0,5,0,1490,0,1.14,30,400,0,0,1,F,C,B,0
30,0,0,0,0,1,0,3700,0,1,20,40,0,0.88,100,800,0,0,1,M,C,C,0
40,150,0,0,0,5,0,5300,0,7,10,340,0,0,100,900,0,0,0,F,C,C,0
60,27,21,3,0,4,0,4600,0,3,0,60,0,0,20,300,0,0,0,F,D,D,0
45,18,18,18,0,2,0,5500,0,0,0,260,0,0.74,80,1000,0,80,1,F,A,C,0
40,15,15,3,0,0,0,0,0,2,0,490,0,0,50,0,0,0,0,M,A,B,0
45,90,90,90,0,3,0,0,0,4,0,30,0,0.83,80,900,0,0,1,M,B,B,0
40,75,0,75,0,5,0,4400,0,0,0,40,0,1.02,70,1000,0,0,0,F,D,B,0
65,72,12,57,0,4,0,0,0,3,0,90,0,0.68,70,1000,0,0,1,F,C,C,0
45,534,0,135,0,2,0,3300,0,29,10,260,0,0,10,0,0,0,0,M,C,C,0
60,24,24,12,9,2,0,0,0,0,0,1490,0,3.52,40,800,0,0,1,F,C,B,0
50,18,18,0,3,1,0,0,0,6,0,0,0,2.64,50,1000,0,0,0,F,C,C,0
55,147,0,0,0,1,0,8400,0,8,20,300,0,2.35,80,600,0,110,0,F,C,B,0
65,213,0,213,0,2,0,0,0,36,0,50,0,2.45,50,600,0,0,0,M,C,C,0
30,63,63,45,0,5,0,0,0,8,10,50,0,0,20,0,0,30,0,M,A,B,0
45,417,297,117,0,5,0,0,0,1,0,50,0,3.09,140,1000,0,0,1,F,C,B,0
60,24,24,24,0,2,0,0,0,0,0,190,0,0.75,100,900,0,0,1,M,C,C,0
50,27,27,27,0,5,0,5300,1,4,0,120,0,0,60,400,0,0,0,M,A,C,0
35,108,108,81,0,10,0,4200,0,0,0,190,0,2.87,120,0,0,0,1,M,B,C,0
30,9,9,0,9,1,0,3000,0,2,10,790,0,2.12,70,900,0,0,1,M,C,D,0
40,12,12,0,0,3,0,0,2,1,0,90,0,1.09,80,800,0,0,0,F,C,B,0
30,24,24,18,3,6,0,0,0,0,0,590,0,2.34,220,900,0,0,0,M,C,D,0
30,6,6,6,0,4,0,3200,0,0,0,80,0,1.77,100,0,0,0,0,M,C,B,0
55,9,0,0,9,1,0,4200,1,24,40,590,0,2.52,40,300,0,50,0,F,A,C,0
45,183,48,12,30,2,0,0,0,20,0,50,0,0.65,200,900,0,0,0,F,C,B,0
50,303,0,303,0,2,0,5000,0,15,0,230,0,0.81,70,500,1,0,1,F,C,C,0
50,24,24,24,0,2,0,3200,0,0,0,260,0,0,40,0,0,0,1,M,C,C,0
50,27,27,27,0,4,0,5400,0,2,0,490,0,0.71,80,900,0,0,1,F,C,A,0
55,21,21,0,0,0,0,6300,0,8,20,2490,0,1.53,70,800,0,0,0,F,C,C,0
30,102,0,0,0,2,0,0,0,0,0,60,0,2.85,60,900,0,0,1,F,B,D,0
35,228,15,189,0,2,0,4700,0,0,0,190,0,1.81,60,900,0,0,0,M,C,C,0
40,48,48,45,0,4,0,0,0,6,10,40,0,3.7,20,700,0,0,1,M,B,D,0
55,72,3,66,3,3,1,4500,0,2,10,100,0,0.79,80,900,0,0,0,M,C,B,0
45,674,674,0,0,10,0,4300,1,10,0,990,0,0,20,0,0,0,0,M,C,C,0
45,90,21,87,0,3,0,6400,0,0,0,230,0,0.43,50,500,0,0,0,M,B,C,0
50,9,9,9,0,2,0,0,0,15,0,100,0,0.7,50,700,0,0,1,F,B,B,0
50,3,3,3,0,2,0,6300,0,1,0,100,0,0.72,20,0,0,0,0,M,C,B,0
40,0,0,0,0,1,0,4100,0,34,0,30,0,0,100,0,0,180,0,F,A,D,0
50,33,0,0,0,1,0,6400,0,4,10,1990,0,2.02,120,900,0,0,0,F,C,C,0
45,12,12,12,0,1,0,0,0,5,20,160,0,1.63,60,500,0,0,0,M,C,B,0
60,6,6,0,0,4,0,0,0,0,0,100,0,0.24,30,300,0,0,1,F,C,B,0
50,6,6,0,0,3,0,0,0,0,0,0,0,0.85,60,900,0,0,0,F,C,B,0
40,48,48,0,0,5,0,4500,0,24,0,160,0,9.43,100,700,0,0,0,F,C,C,0
50,12,12,0,0,2,0,5300,0,2,10,50,0,0.62,50,0,0,0,1,F,C,B,0
20,6,6,6,0,0,0,7500,0,13,20,340,0,0,40,0,0,50,0,F,D,B,0
60,3,3,0,3,2,5,0,0,5,0,490,0,0.84,40,900,0,0,0,M,C,B,0
40,18,18,9,0,2,0,5300,0,0,0,490,0,0.76,40,300,0,0,1,F,B,B,0
65,42,42,0,0,1,1,0,0,1,0,340,0,0.46,60,500,0,0,1,M,C,B,0
50,15,12,0,0,4,0,5900,0,3,10,390,0,1.19,80,800,0,0,0,M,C,B,0
50,18,0,0,18,4,0,4400,0,10,20,590,0,1,50,900,1,0,1,F,C,C,0
50,195,195,0,0,2,0,0,0,0,0,0,0,0.74,20,500,0,0,0,F,C,B,0
35,99,99,0,0,2,0,4000,0,8,0,260,0,0.68,50,0,0,0,1,M,B,B,0
40,18,0,18,0,4,0,5300,0,7,10,230,0,1.08,50,0,0,0,1,M,B,C,0
55,45,45,45,0,5,0,6300,0,2,0,190,0,2.64,40,800,0,0,1,F,C,B,0
60,15,0,15,0,2,0,4500,0,0,0,140,0,0.49,40,600,0,0,1,F,C,C,0
40,24,24,0,12,4,0,5200,0,0,0,130,0,2.21,120,0,0,0,0,F,B,C,0
45,18,18,18,0,2,0,5500,0,45,50,340,0,0,50,900,73,0,1,M,C,C,0
50,201,54,156,33,8,0,5400,0,1,0,30,0,1.77,50,0,0,0,0,M,C,B,0
60,0,0,0,0,4,0,0,1,12,0,190,0,0.9,50,300,0,0,0,F,C,B,0
45,108,9,108,0,4,0,0,0,2,0,390,0,3.74,40,1000,0,0,1,F,B,B,0
40,27,0,27,0,2,0,0,0,58,0,80,0,0.5,40,800,0,0,1,M,B,D,0
25,0,0,0,0,0,0,0,0,2,0,140,0,2.35,60,0,0,0,0,M,C,D,0
45,3,3,3,0,2,0,4400,0,4,0,40,0,0.74,40,0,0,0,0,M,B,B,0
40,0,0,0,0,2,0,0,2,1,0,190,0,0.96,50,400,0,0,1,M,C,B,0
25,9,9,9,0,1,0,2900,0,18,30,160,0,0,0,800,0,10,0,F,A,C,0
30,3,3,0,0,5,0,0,0,20,30,390,0,0,20,0,0,0,0,F,C,B,0
55,219,0,219,0,4,0,5700,0,1,0,340,0,0.49,80,600,0,0,1,M,C,A,0
45,6,6,0,0,3,0,0,0,0,0,260,0,2.76,50,800,0,0,1,F,C,B,0
40,27,27,24,0,8,0,0,0,2,0,60,0,0,20,0,0,0,0,F,B,B,0
55,6,6,0,6,0,0,5700,0,10,0,70,0,0.84,60,700,0,0,1,F,C,C,0
25,12,12,12,0,3,0,0,0,18,0,100,0,0,0,0,0,0,0,F,C,D,0
45,99,0,99,0,3,0,6200,0,8,0,0,0,2.21,240,900,1,0,0,F,B,B,0
45,12,12,12,0,2,0,0,0,1,0,590,0,0.57,50,1000,0,0,1,F,C,B,0
35,132,9,9,0,1,0,4300,2,18,0,3990,0,3.81,120,1100,0,0,0,M,C,D,0
45,12,12,0,9,3,0,5400,0,0,0,110,0,0.45,100,300,0,50,1,M,C,C,0
55,9,9,9,0,4,0,0,0,0,0,100,0,0.7,40,900,0,0,0,M,B,D,0
65,36,0,0,0,1,0,3400,0,0,0,70,0,0.3,30,0,0,0,0,F,C,C,0
45,6,6,0,6,2,0,0,0,2,0,490,0,11.2,70,800,0,0,0,F,B,B,0
55,57,0,57,0,2,0,3700,0,12,0,390,0,0,40,0,9,0,0,F,C,C,0
55,48,0,0,0,2,1,0,0,2,0,190,0,5.85,60,800,0,0,1,F,C,B,0
45,72,0,0,0,5,0,0,0,3,0,490,0,0.85,60,600,0,0,1,F,C,B,0
65,33,33,9,21,3,0,0,0,0,0,140,0,1.24,70,600,0,0,0,M,C,B,0
35,9,9,0,9,4,0,3000,0,0,0,190,0,1.18,100,900,0,100,0,F,D,B,0
50,201,0,201,0,3,4,4000,0,2,0,340,0,1.26,70,900,0,0,1,M,C,D,0
60,114,69,24,18,3,0,3700,0,3,0,590,0,0.32,80,800,0,0,0,M,C,C,0
40,99,0,99,0,4,0,0,0,3,20,140,0,0,70,800,0,0,1,F,C,B,0
45,524,0,222,0,4,1,0,0,3,0,0,0,0.88,70,0,0,0,0,M,C,B,0
30,18,0,18,0,1,0,0,0,29,20,590,0,0,100,900,0,0,0,F,C,B,0
50,12,0,12,0,0,0,5400,0,3,0,80,0,0.43,20,0,0,0,1,F,C,C,0
60,96,96,69,0,5,0,4500,0,7,0,120,0,1.65,80,600,0,0,1,M,C,C,0
50,144,144,69,0,5,0,5300,0,2,0,130,0,0.47,80,900,0,0,1,M,C,B,0
40,18,18,0,0,2,0,4200,0,0,0,190,0,1.11,30,0,0,0,0,M,C,C,0
50,126,3,3,3,4,1,5500,0,4,0,140,0,0.98,100,800,0,80,0,M,C,B,0
60,408,0,408,0,3,4,4300,0,0,0,200,0,0.19,40,500,0,0,0,M,B,A,0
35,213,174,213,0,5,0,4200,0,1,10,6990,0,0,40,300,0,0,1,M,B,C,0
60,27,27,18,6,3,0,4700,0,20,30,100,0,1.16,80,900,0,0,0,M,C,C,0
45,90,9,90,0,4,0,3500,0,0,0,30,0,0.62,80,800,0,0,1,M,C,C,0
40,126,0,105,21,5,0,4500,0,7,10,340,0,0.72,40,300,0,0,0,F,B,B,0
35,48,48,48,0,2,0,4200,0,1,0,70,0,1.4,200,1000,23,0,0,F,C,C,0
40,6,6,0,0,3,0,3400,0,0,0,100,0,0,70,0,14,0,0,F,C,C,0
65,66,0,66,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,M,C,B,0
45,153,0,153,0,5,0,3300,0,3,0,300,0,0.47,80,0,0,0,0,F,C,C,0
35,39,39,39,0,3,0,0,0,2,0,120,0,1.03,80,900,0,0,1,M,C,D,0
45,9,9,0,9,2,0,3800,0,15,20,60,0,5.95,70,500,0,0,0,M,C,D,0
55,18,0,0,0,2,0,6500,0,4,0,390,0,0.35,50,400,0,0,1,M,C,C,0
60,72,72,72,0,3,0,0,0,9,0,230,0,0,10,0,230,0,0,M,C,C,0
35,27,12,0,12,4,0,3800,0,0,0,190,0,0.44,120,900,0,0,0,M,C,D,0
30,6,6,3,0,0,0,4100,0,0,0,990,0,2.45,70,0,0,110,1,F,C,C,0
50,18,18,0,0,4,1,5600,0,8,0,60,0,1.87,60,500,0,0,1,M,B,C,0
65,84,0,0,0,2,0,4500,1,1,0,0,0,0.2,30,0,0,0,1,F,C,A,0
50,9,9,0,0,1,0,3300,0,2,0,120,0,0.55,160,0,0,240,0,M,A,C,0
40,0,0,0,0,0,0,0,1,1,0,100,0,0,20,0,0,0,0,F,C,C,0
60,3,3,0,0,4,0,0,0,12,0,50,0,2.61,300,0,0,0,0,F,C,B,0
35,279,0,0,33,6,1,0,0,2,0,120,0,0.82,70,900,1,0,0,F,C,A,0
45,54,54,51,0,3,0,5500,0,35,30,340,0,3,50,900,0,0,0,F,C,D,0
55,9,9,0,0,1,0,0,0,1,0,790,0,2.05,50,300,0,0,0,M,C,B,0
45,9,9,0,0,1,0,3800,0,24,90,340,0,1.2,50,300,28,0,0,F,C,C,0
55,0,0,0,0,2,0,3200,0,0,0,100,0,1.36,50,600,0,0,0,F,C,C,0
45,417,342,72,0,2,0,5400,0,20,0,0,0,6.48,60,900,0,0,0,F,C,B,0
50,48,48,27,18,7,0,5600,0,2,0,260,0,0.63,40,300,0,0,0,M,C,C,0
45,291,0,291,0,3,0,4000,0,0,0,390,0,1.38,80,800,0,0,1,M,C,D,0
45,48,48,0,0,4,0,0,0,8,0,120,0,0.65,120,200,0,0,1,F,B,B,0
60,78,0,78,0,1,0,2700,0,6,10,1490,0,1.41,60,900,0,0,0,F,C,C,0
55,9,9,9,0,2,0,3300,0,2,10,160,0,1.36,40,300,0,0,1,F,B,D,0
35,30,30,30,0,7,0,4400,2,0,0,490,0,1.73,70,800,0,0,0,F,C,B,0
45,15,0,0,12,4,0,0,2,22,0,100,0,1.39,60,600,0,0,1,F,C,B,0
45,12,12,12,0,4,0,3600,1,7,0,100,0,4.32,60,400,0,0,1,F,B,C,0
35,24,6,18,0,5,0,0,0,22,30,120,0,0.65,70,800,0,0,1,F,C,B,0
40,9,9,0,9,4,0,4400,0,1,10,150,0,0.7,100,800,0,0,1,F,C,A,0
50,0,0,0,0,1,0,5100,0,5,40,160,0,0.71,80,800,0,0,1,M,C,C,0
40,222,21,201,21,3,0,4500,0,0,0,100,0,0.77,100,900,0,0,0,M,C,B,0
35,189,48,189,0,2,0,5100,0,4,0,9.999,0,0.89,80,900,0,0,0,F,C,B,0
60,75,75,0,0,5,0,0,0,3,10,1490,0,1.72,40,900,0,0,0,M,B,B,0
25,171,0,171,0,2,0,2800,0,36,20,80,0,1.65,100,600,0,0,0,F,C,C,0
40,84,12,72,9,5,0,0,0,20,0,990,0,48.2,100,900,0,0,1,M,B,B,0
50,21,18,0,21,3,0,0,1,20,0,50,0,0.16,60,700,0,0,1,F,B,B,0
50,15,15,0,0,1,1,0,0,22,30,490,0,0.78,50,300,0,0,0,F,C,B,0
30,0,0,0,0,4,0,0,0,13,20,260,0,1.12,100,900,0,0,0,F,B,B,0
55,27,0,27,0,1,0,0,0,3,0,130,0,2.33,60,300,0,0,0,F,C,B,0
45,135,0,0,6,6,0,3800,0,3,40,300,0,4.15,70,700,0,0,0,M,B,C,0
50,3,0,0,3,3,0,0,0,1,0,0,0,0.74,30,800,0,0,1,F,B,B,0
60,6,6,6,0,2,0,0,0,0,0,160,0,0,50,300,0,0,0,F,C,C,0
50,18,15,0,3,5,0,4100,0,0,0,300,0,0.34,20,0,0,0,0,F,C,D,0
50,42,3,42,0,2,0,0,0,2,0,30,0,2.45,50,800,0,0,0,F,C,B,0
40,45,0,45,0,3,0,0,1,7,0,120,0,2.28,70,600,0,0,0,F,C,B,0
45,12,12,12,0,5,0,3800,0,15,10,790,0,0,0,0,0,0,0,M,B,C,0
45,9,9,9,0,1,0,3900,0,5,0,990,0,1.9,100,1000,0,0,0,M,C,D,0
55,51,51,48,0,7,0,5100,2,0,0,60,0,1.23,160,900,0,0,0,M,B,B,0
55,9,0,9,0,5,0,4000,0,24,30,140,0,3.1,70,900,0,0,0,M,B,C,0
45,9,9,0,0,1,0,0,0,3,0,90,0,1.13,60,400,0,0,0,F,C,B,0
65,0,0,0,0,0,0,3600,0,3,10,300,0,0.88,40,200,0,0,0,F,C,C,0
35,282,129,114,36,2,0,3400,0,7,20,190,0,0.45,80,1000,0,0,1,M,B,D,0
45,195,189,0,6,4,0,5300,0,0,0,0,0,2.81,80,800,0,0,0,F,B,C,0
50,48,0,48,0,5,0,7900,0,11,0,40,0,1.62,30,0,0,0,1,F,B,C,0
40,177,9,177,0,1,0,4000,0,2,0,60,0,3.88,40,300,0,0,1,M,C,C,0
30,33,30,3,9,3,0,0,0,10,10,110,0,0.51,70,800,0,0,1,F,C,B,0
55,21,21,0,12,3,0,10000,0,0,0,300,0,0.21,40,0,53,0,0,M,B,A,0
60,994,0,183,0,2,0,2400,0,0,0,490,0,1.31,30,0,415,0,1,M,C,C,0
60,3,3,3,0,4,0,0,0,4,0,1490,0,5.04,40,500,0,0,1,F,C,B,0
40,21,12,0,6,3,0,0,0,59,0,390,0,4.07,220,1000,0,0,0,F,C,B,0
50,138,138,99,39,5,0,4500,0,0,0,190,0,0,60,900,0,0,0,F,B,C,0
55,27,0,27,0,3,0,3200,0,7,10,390,0,1.2,40,0,0,0,1,F,B,C,0
45,24,24,18,0,2,0,4400,0,1,10,190,0,1,20,0,0,0,0,F,C,B,0
35,99,0,99,0,5,0,4600,0,2,0,260,0,3.52,120,0,0,0,1,M,B,C,0
55,12,9,12,0,2,0,7500,0,28,0,990,0,0.63,100,900,0,0,0,M,C,C,0
55,180,0,180,0,2,0,0,0,5,0,1190,0,0,20,700,0,40,0,F,C,B,0
45,207,0,6,0,2,0,5600,0,0,0,190,0,1.74,120,0,16,0,0,M,C,C,0
40,6,0,0,6,2,0,0,0,7,0,70,0,1.8,60,600,0,0,0,M,C,B,0
50,27,27,0,0,2,0,6000,0,5,0,300,0,0.88,20,400,0,0,0,F,C,B,0
40,198,198,48,0,4,0,6100,0,75,0,190,0,0.81,220,900,0,250,0,F,D,C,0
60,994,0,944,0,8,0,4400,0,11,0,60,0,0.8,140,700,0,0,0,M,C,C,0
60,24,18,3,0,1,0,0,2,11,0,50,0,1.61,40,300,0,0,0,F,B,B,0
