annual_inc,bc_util,dti,num_accts_ever_120_pd,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bc_limit,avg_cur_bal,pct_tl_nvr_dlq,total_acc,int_rate,home_ownership,term,TARGET
70000,0,10.97,1,0,0,26065,3600,1684,85,21,9.99,RENT, 36 months,1
55952,91.7,32.58,0,0,0,254556,14900,13866,97,33,23.99,MORTGAGE, 60 months,1
40000,97,37.02,0,0,0,78231,10067,3899,93,40,17.57,MORTGAGE, 36 months,0
85000,39.8,18.62,0,0,0,396165,35100,19675,98.6,74,9.99,MORTGAGE, 60 months,0
125000,81.4,14.57,1,0,0,178384,3300,11243,90.9,22,22.99,MORTGAGE, 60 months,0
67500,79.6,21.62,2,0,0,319312,24100,24130,91.9,37,8.18,MORTGAGE, 36 months,0
75000,73.1,21.9,0,0,1,82542,42000,1920,97.3,37,23.99,RENT, 60 months,1
70000,17.9,11.21,0,0,0,197768,5000,26724,85,20,25.8,MORTGAGE, 60 months,0
1.00E+05,95.2,14.77,2,0,0,41500,22300,3058,100,27,18.25,RENT, 60 months,1
28800,50.1,30.38,0,0,0,44049,17400,2932,100,34,14.65,RENT, 36 months,0
40000,31.6,12.42,0,0,0,122230,46400,4315,95.5,22,12.29,MORTGAGE, 36 months,0
120000,70.5,33.58,0,0,0,693006,57700,43014,100,28,17.57,MORTGAGE, 60 months,0
93000,87,13.05,0,1,0,50073,8000,4096,70,33,12.29,MORTGAGE, 36 months,0
240000,45.3,0.91,0,1,0,459300,12400,53458,100,12,25.83,MORTGAGE, 60 months,0
70000,97,25.29,0,1,0,42436,11500,2344,100,26,16.99,RENT, 36 months,1
62000,0,10.22,0,1,0,207347,500,17403,100,37,11.53,MORTGAGE, 36 months,0
33000,88,34.25,0,0,0,36350,21300,3036,93,28,12.69,RENT, 36 months,1
63000,96.9,27.14,0,0,0,216087,26000,24195,100,31,7.89,MORTGAGE, 36 months,0
83000,70.9,21.24,0,0,0,94977,29500,4969,100,23,16.55,RENT, 60 months,0
22500,17.4,20.16,0,0,0,18050,8500,3102,100,4,15.61,RENT, 36 months,1
112000,107.7,13.26,0,0,0,52057,14200,1905,84.2,19,7.89,RENT, 36 months,0
46800,28.5,10.23,0,1,0,311400,15500,41137,100,34,18.25,MORTGAGE, 60 months,0
104000,96.5,26,0,0,0,349796,13600,14994,100,46,17.57,MORTGAGE, 60 months,0
32640,79.7,39.26,0,0,0,84232,15700,9006,94.6,37,13.99,OWN, 60 months,0
110000,91.6,14.43,1,0,0,424881,5600,44150,80,20,15.61,MORTGAGE, 60 months,1
76120,91,18.19,0,1,0,297247,7750,21795,84,32,20.49,MORTGAGE, 60 months,1
85000,87.5,32.12,0,0,0,216337,30500,9863,100,26,15.61,MORTGAGE, 36 months,0
52000,17.8,16.69,0,0,0,289328,59100,15248,95.6,46,5.93,MORTGAGE, 36 months,0
63500,80,7.05,0,1,0,179183,4000,12635,85,39,13.99,MORTGAGE, 36 months,0
55000,38.9,10.76,0,0,0,66755,40000,6006,100,25,7.89,RENT, 36 months,0
120000,86.1,14.85,1,1,0,353717,11600,26291,95.5,23,13.33,MORTGAGE, 36 months,1
120000,59.8,3.09,0,0,0,358400,0,46556,100,26,13.99,MORTGAGE, 36 months,0
80000,49,30.59,0,0,0,316120,9000,8739,88,43,13.99,MORTGAGE, 36 months,1
36400,64.9,11.24,0,0,0,11800,11300,1223,100,10,15.61,MORTGAGE, 36 months,0
50000,89.5,6.58,0,0,0,14300,14000,3133,77.8,9,8.18,RENT, 36 months,0
26500,99.2,32.51,0,0,0,91145,17600,10971,100,12,13.99,MORTGAGE, 36 months,0
80000,26.5,10.83,0,0,1,197471,5000,18195,93.3,15,21.67,MORTGAGE, 60 months,1
124500,93.9,16.13,0,0,1,52575,19700,9414,100,13,7.89,MORTGAGE, 36 months,1
107000,99.9,25.22,0,0,0,275827,31800,20748,100,20,17.86,MORTGAGE, 60 months,0
40056,99,13.3,0,0,0,157464,15000,37304,83.3,6,12.29,MORTGAGE, 36 months,0
83000,63,15.82,0,1,0,59125,10250,3608,81,42,13.99,RENT, 36 months,0
74000,100,30.36,0,0,0,211725,24000,7624,95,40,13.99,MORTGAGE, 36 months,0
30000,72.1,30.84,1,0,0,115718,0,38444,88.2,18,20.49,MORTGAGE, 36 months,1
105000,91.3,6.46,2,0,0,22600,14600,2701,90,20,13.33,RENT, 36 months,1
49000,59.7,27.3,0,0,0,198858,23500,14523,92.9,29,13.33,MORTGAGE, 60 months,0
55000,79,5.02,1,0,0,259227,4000,27386,80,26,6.92,MORTGAGE, 36 months,0
105000,63.7,11.22,0,0,0,400934,30800,43496,96.2,26,7.89,MORTGAGE, 36 months,0
48106,68.8,12.8,0,0,1,21800,6000,933,100,30,12.69,RENT, 36 months,0
50000,87,34.3,0,0,0,244619,10000,10145,97,29,12.69,MORTGAGE, 36 months,0
40000,89.6,32.79,0,0,0,110519,27600,21216,100,16,12.69,MORTGAGE, 36 months,0
75000,0,13.12,1,0,0,150887,16500,8402,100,31,6.39,RENT, 36 months,0
71000,78.3,9.74,0,0,1,202059,8100,20282,81.8,22,6.92,MORTGAGE, 36 months,0
49700,81,20.89,0,1,0,113795,8500,8835,73,40,8.18,OWN, 36 months,0
38400,99.4,14.31,0,0,1,155758,2000,28562,75,8,12.69,MORTGAGE, 36 months,0
61500,64,23.9,0,0,0,89396,13700,6335,95,21,12.29,RENT, 36 months,1
61000,91.6,35.73,3,0,0,146182,10000,11895,85.7,22,12.69,MORTGAGE, 36 months,0
50000,31.6,27.22,2,0,0,434322,6200,38025,92,25,14.65,RENT, 36 months,0
42000,98.8,18.97,2,0,0,206501,6200,15796,92,25,23.99,MORTGAGE, 60 months,0
45000,80.5,18.77,1,0,0,34229,4900,3038,92.3,13,16.55,RENT, 36 months,1
98000,79.7,23.1,0,0,0,106004,29300,7593,100,31,12.29,MORTGAGE, 36 months,0
58300,97,13.87,0,0,0,34825,18900,3405,100,10,12.69,OWN, 36 months,1
40000,34.2,18.51,0,0,0,136614,10200,10940,100,24,6.39,MORTGAGE, 36 months,0
35000,29,11.73,3,0,0,242176,25400,13376,78.9,19,13.33,RENT, 36 months,0
30000,17,10.97,0,0,0,180815,17300,11525,100,27,10.99,MORTGAGE, 36 months,0
38000,76,18.7,1,0,0,84676,1500,8746,89,18,12.69,MORTGAGE, 36 months,1
56000,98.5,9.43,0,0,0,16466,12300,3931,100,6,20.49,RENT, 60 months,0
70000,17.6,29.44,0,0,0,87360,23100,3380,95,20,9.99,RENT, 36 months,0
70000,0,33.07,1,0,0,188410,3000,15822,96.3,27,12.69,MORTGAGE, 36 months,0
42000,93.5,14.68,2,0,0,142269,4000,16887,76,25,16.99,MORTGAGE, 36 months,1
68000,60,33.67,1,0,0,55955,10000,3876,94,53,18.25,RENT, 36 months,0
38000,108,35.72,1,0,0,137626,500,18033,92.9,28,19.52,MORTGAGE, 36 months,0
1.00E+05,76.2,29.14,0,0,0,102755,24300,4513,100,34,17.86,RENT, 60 months,0
175000,33.9,1.98,1,0,0,57750,28400,3806,96.2,26,25.8,RENT, 60 months,1
110000,82.4,18.71,1,0,0,449746,16100,32101,91.7,36,12.29,MORTGAGE, 60 months,0
50000,50.3,1.54,0,0,0,359657,5300,57271,100,20,9.17,MORTGAGE, 36 months,0
51000,70.1,27.65,0,1,0,64590,7800,4438,92.3,31,12.29,RENT, 36 months,0
22800,79.5,19.84,0,0,0,107920,18900,13845,88.2,17,20.49,MORTGAGE, 36 months,0
50000,31.2,26.24,0,0,0,44837,6800,1523,96.8,62,12.69,RENT, 36 months,0
41000,50.2,36.88,0,0,0,86144,60600,4916,100,23,12.29,OWN, 36 months,0
68000,39.9,14.31,0,2,0,51735,15000,2667,100,38,8.18,RENT, 36 months,0
35000,93.7,13.73,0,1,0,125089,7500,10796,100,24,12.69,RENT, 36 months,0
65000,64,10.06,0,0,0,273000,30500,22752,100,21,9.99,MORTGAGE, 36 months,0
78000,80,23.17,0,1,0,255182,11550,30885,84,31,22.99,MORTGAGE, 60 months,0
50000,105.3,36.46,0,0,0,122631,3500,12841,88.5,26,17.86,RENT, 60 months,1
61111,15.3,28.69,1,0,0,239313,70500,18625,100,15,14.65,RENT, 36 months,1
89000,91.4,21.25,0,0,0,83550,31700,2710,100,42,12.29,RENT, 36 months,0
66000,55.2,19.21,0,0,0,286975,18300,13579,100,27,9.99,MORTGAGE, 36 months,0
31000,92,23.07,0,0,0,107195,5700,5599,91.7,48,10.99,RENT, 36 months,0
32000,36.8,20.71,0,0,0,23892,5400,1105,90,40,9.17,RENT, 36 months,1
58500,129,16.57,0,0,0,18700,1000,2549,100,18,18.84,RENT, 60 months,0
48000,81.9,24.52,0,0,0,29000,29000,7921,92.9,14,15.61,RENT, 60 months,0
170000,98.7,18.45,1,0,0,102051,24900,10208,96.2,26,13.33,RENT, 36 months,0
51702,77.3,20.68,1,1,0,21357,8200,1320,96.9,32,14.65,OWN, 36 months,1
1.00E+05,88.7,3.37,0,1,0,215798,7000,23716,100,37,14.65,OWN, 60 months,1
54000,0.2,20.18,1,0,1,263978,13900,20694,95,20,7.89,MORTGAGE, 36 months,0
70800,53.4,18.32,0,0,0,239177,20200,9252,100,26,11.53,MORTGAGE, 36 months,0
147000,78.8,15.56,0,0,0,296309,32100,32588,100,28,12.29,MORTGAGE, 60 months,0
90750,80.2,12.34,0,0,0,363655,20100,30130,79.4,34,16.55,MORTGAGE, 60 months,0
40975,50.1,21.85,0,0,1,29206,8600,3183,90.9,11,7.89,RENT, 36 months,0
66500,5.5,3.28,1,0,0,323110,39200,44984,93.1,29,6.39,MORTGAGE, 36 months,0
35000,28.2,1.82,0,1,0,3800,3300,233,100,6,14.65,RENT, 36 months,0
55000,95.7,25.62,0,1,2,159785,5200,12037,100,16,16.55,MORTGAGE, 60 months,1
43528.54,61.6,34.74,0,0,0,75153,36300,5653,100,24,15.61,OWN, 60 months,0
80000,53.2,24.63,0,0,0,246291,24900,13351,96.4,56,6.68,OWN, 36 months,0
44000,46,15.66,0,1,0,36185,13300,2086,88.9,18,10.99,OWN, 36 months,0
29500,60.7,28.23,0,0,0,36253,3500,2856,100,12,16.55,RENT, 36 months,1
170000,100,17.59,0,0,0,535163,54700,40233,95.7,23,6.68,OWN, 36 months,0
60000,59.8,20.94,0,0,0,92370,15300,4418,95.2,22,13.33,RENT, 36 months,0
46000,41.1,38.51,0,0,0,275527,21900,19011,96.6,29,16.55,MORTGAGE, 60 months,0
25000,41.9,24.44,0,0,0,30275,6400,2167,100,8,16.99,RENT, 60 months,0
58000,65.3,10.95,1,0,0,40900,35900,2633,96,25,9.99,RENT, 36 months,0
140000,78.4,9.05,0,0,0,252235,31900,28760,100,24,12.29,MORTGAGE, 60 months,0
130000,73.8,16.92,0,0,0,655322,64100,51286,100,32,11.53,MORTGAGE, 60 months,0
31000,87.1,30.43,0,0,0,43280,2500,6381,100,9,20.49,RENT, 36 months,0
110000,53.3,11.29,0,1,0,58379,11800,5240,100,17,8.18,RENT, 36 months,1
24000,98,27.71,1,0,0,30180,2000,2863,90.5,21,15.61,RENT, 36 months,0
54000,72,17.44,2,1,0,28700,11800,3517,90.9,28,9.99,OWN, 36 months,0
144000,49.5,22.59,0,0,0,425970,101600,16819,100,35,7.89,RENT, 36 months,0
140000,97.3,26.65,0,0,0,191121,14800,15206,93.3,15,9.17,OWN, 36 months,0
79543,87.4,17.38,0,0,0,41700,22100,4534,100,14,17.57,RENT, 60 months,1
120000,81,24.23,3,0,0,142933,21500,8854,77,39,13.99,OWN, 36 months,0
39725,61.9,29.18,2,0,0,172270,8600,14528,76,25,17.86,MORTGAGE, 36 months,1
30000,52.9,23.12,0,0,0,35126,20200,1535,100,11,12.29,RENT, 36 months,0
2.00E+05,51.6,10.52,0,0,0,658350,62900,54284,100,27,9.17,MORTGAGE, 60 months,0
42000,21.4,14.34,0,0,0,189222,53300,8760,100,31,9.17,RENT, 36 months,0
41000,6.5,3.6,0,0,0,120719,29600,10175,100,14,8.18,MORTGAGE, 36 months,0
72200,43.9,10.06,1,0,0,327119,8400,17551,95.1,41,8.18,OWN, 60 months,0
48000,70.2,22.83,0,0,0,67340,18600,2012,96.3,28,24.5,RENT, 60 months,1
90000,28.8,15.4,0,0,0,60000,38300,3318,90.9,33,16.99,MORTGAGE, 36 months,1
86000,95.8,19.56,0,0,0,341931,23300,40198,96.2,26,12.69,MORTGAGE, 60 months,0
36000,81.8,11.13,0,0,0,19000,17400,2845,100,20,9.17,RENT, 36 months,0
60000,70.6,19.92,1,0,0,137269,10600,8075,97.2,36,10.99,MORTGAGE, 36 months,1
19000,88.9,31.78,0,0,0,24500,21500,4147,100,8,17.86,OWN, 36 months,0
115000,53.2,16.13,0,0,0,151289,83600,8751,100,26,7.89,MORTGAGE, 36 months,0
111605,62.5,7.69,1,0,1,60049,200,8519,90.9,25,13.33,RENT, 36 months,1
136000,86.1,6.32,0,0,1,359304,28100,42773,93.7,16,12.69,MORTGAGE, 36 months,0
105000,67.8,12.15,0,0,0,81939,41900,7671,93.3,15,9.99,RENT, 36 months,0
34980,17.6,16.98,0,0,0,29904,5000,2421,66.7,6,18.25,RENT, 36 months,0
64000,61,30.21,0,0,0,109492,35850,5469,100,18,14.65,RENT, 36 months,0
35000,64.2,20.27,0,1,0,40381,4500,2321,96.3,30,17.86,RENT, 36 months,0
35000,54.3,18.35,0,0,0,35300,18500,1497,100,14,16.99,OWN, 36 months,1
65000,74.9,34.58,5,0,0,83461,3000,4574,86.8,38,14.65,RENT, 36 months,0
54000,99.4,16.65,1,0,0,43796,2500,5350,90,20,18.25,RENT, 36 months,1
71000,30.6,35.28,0,0,0,273629,9800,16076,100,29,14.65,MORTGAGE, 60 months,0
70000,57.3,13.61,0,1,0,28300,10300,3066,88.9,10,13.99,RENT, 36 months,0
49000,65.8,35.98,3,0,0,75819,11700,3411,87.5,24,11.53,RENT, 36 months,0
240500,38.1,12.06,1,0,0,142403,37000,8530,89.3,28,12.69,RENT, 36 months,0
92000,58.3,15.18,1,0,0,477460,30300,28620,98.3,59,7.89,OWN, 36 months,0
80000,89.6,21.57,4,0,0,299464,9700,22202,88.2,34,8.18,MORTGAGE, 36 months,0
38000,64.2,27.98,1,0,0,186182,4600,11497,88.6,38,15.61,RENT, 36 months,0
47000,21.6,14.55,0,0,0,362280,22800,33018,100,18,16.55,MORTGAGE, 36 months,0
38880,80,26.98,0,0,0,62026,12400,3244,100,25,12.29,MORTGAGE, 36 months,0
40000,20.5,27.17,2,0,0,145800,7400,15127,75.9,29,11.53,MORTGAGE, 36 months,0
63500,69.7,31.37,1,0,0,52402,3300,6170,93.1,30,10.99,RENT, 36 months,0
43000,56.9,31.39,0,0,0,168488,8600,7212,100,28,13.33,MORTGAGE, 36 months,0
38000,104.4,11.59,1,0,0,11931,2500,1221,90,11,15.61,RENT, 36 months,0
75000,82,12.8,0,1,1,27756,11300,713,78,23,15.61,MORTGAGE, 36 months,1
45000,100.6,17.64,0,0,0,248441,10500,56042,100,24,10.99,MORTGAGE, 36 months,0
40000,85.2,5.79,0,0,0,13365,1500,1498,50,14,16.55,RENT, 36 months,0
134000,92.3,21.86,0,0,0,424353,31000,21594,100,36,14.65,MORTGAGE, 60 months,0
60000,30.6,14.04,0,0,0,63424,11500,3207,100,34,17.86,RENT, 36 months,1
98280,91.1,19.65,2,0,0,434302,20300,33051,90.9,22,14.65,MORTGAGE, 36 months,0
60000,73.2,17.12,0,0,0,46651,18200,1769,96.2,26,12.69,RENT, 60 months,0
80000,73.1,21.15,0,0,0,75540,23300,3349,100,39,10.99,MORTGAGE, 36 months,0
80000,89.3,5.1,1,0,0,247237,6200,33773,95,20,13.33,MORTGAGE, 36 months,0
46000,107.1,25.2,1,0,0,70578,700,6467,92,25,18.25,MORTGAGE, 36 months,1
48464,95.5,20.01,2,0,0,34034,3700,2705,90.5,21,16.55,RENT, 36 months,1
215000,10,9.72,0,0,0,78619,13100,6053,100,18,13.33,RENT, 60 months,1
54000,89,10.82,4,0,0,18976,8900,1731,78.3,24,11.53,RENT, 36 months,0
40000,55.5,22.68,0,0,0,106671,9600,4161,100,26,9.17,RENT, 36 months,0
82400,95.8,16.98,1,1,1,57707,5700,5238,92.9,14,9.17,RENT, 36 months,1
61000,82.7,22.86,2,0,0,51156,11100,2502,95.2,27,25.57,RENT, 60 months,0
92000,9.7,9.99,1,2,0,44537,9200,2298,95.8,31,11.53,RENT, 36 months,0
36500,72,21.44,1,0,0,32650,8600,1886,93.3,15,13.33,OWN, 36 months,1
20000,68.3,15.55,1,0,0,17450,10900,2706,100,12,17.86,RENT, 36 months,0
48000,0,20.63,0,1,0,41681,4300,5494,90.9,13,14.65,RENT, 36 months,1
50000,87.8,27.34,0,0,0,145477,15100,8817,82.4,34,13.33,RENT, 36 months,1
80000,69.6,29.01,0,0,0,197862,28300,25351,100,27,9.17,RENT, 36 months,0
126000,50.4,19.61,1,0,0,249900,100600,18045,100,34,9.17,MORTGAGE, 36 months,0
38000,38.4,18.7,0,0,0,77933,7300,2938,97.6,45,13.99,RENT, 36 months,0
145000,53.9,19.09,0,0,0,738925,71700,37834,100,55,7.89,MORTGAGE, 36 months,0
80000,28.2,12.73,3,0,0,56107,18200,4310,73.3,15,9.17,RENT, 36 months,0
50000,12.9,18.96,0,0,0,62653,26000,2807,100,22,6.39,RENT, 36 months,0
40000,44.1,34.73,0,0,0,111862,12000,6799,87.5,16,15.61,RENT, 36 months,0
62000,89.5,6.6,0,0,0,22560,13000,1600,100,11,9.17,RENT, 36 months,0
89000,84.9,18.65,0,0,0,71369,35400,18903,100,7,9.17,MORTGAGE, 36 months,0
120000,5.3,13.53,6,0,1,511188,24500,74756,75,28,9.99,MORTGAGE, 36 months,0
57000,60.1,24.99,0,0,0,236002,2800,18148,96.7,30,17.57,MORTGAGE, 36 months,1
48000,81.2,25.28,0,0,0,168554,11900,9912,100,20,12.69,MORTGAGE, 60 months,1
115000,81,10.92,0,0,1,190581,41100,14252,100,20,14.65,MORTGAGE, 36 months,0
50000,50.3,27.8,0,0,0,156710,30800,12829,100,17,19.52,OWN, 60 months,1
65000,107.6,15.03,0,0,0,40395,500,2214,100,17,17.86,RENT, 36 months,0
80000,93.1,24.18,0,0,0,68866,29400,7433,100,23,6.68,MORTGAGE, 36 months,1
2.00E+05,95.9,12.14,0,0,0,999716,20700,159962,83.3,13,10.99,MORTGAGE, 36 months,0
60000,78.1,12.46,0,0,0,51062,5700,3198,95.5,22,14.65,RENT, 36 months,1
31000,99.2,23.15,0,0,0,95596,16600,12692,100,37,15.61,MORTGAGE, 60 months,1
75000,26.1,13.33,0,0,0,75637,42000,2437,93.5,31,12.69,MORTGAGE, 36 months,1
90000,36.1,6.29,0,0,1,424165,7400,76361,100,9,11.53,MORTGAGE, 36 months,0
26000,82.8,3.74,0,0,0,9800,2000,312,87.5,9,18.84,OWN, 36 months,0
63870,3.9,12.18,1,0,0,365862,14400,45873,95.5,22,13.33,MORTGAGE, 36 months,1
52208,100.6,14.83,0,0,0,22000,16400,2351,100,19,15.61,RENT, 60 months,0
189000,98.3,29.49,1,0,0,251703,67800,7408,96.8,62,13.33,MORTGAGE, 36 months,0
60000,88.6,31.56,1,0,0,78387,5800,5600,77.3,22,18.84,RENT, 36 months,1
12000,0.5,21,0,0,0,16450,1500,721,100,18,22.99,RENT, 36 months,1
105000,46,7.55,0,0,0,60676,24700,2585,100,29,10.99,RENT, 60 months,0
82000,96.6,23.36,0,1,0,341506,12800,23119,100,27,13.33,MORTGAGE, 60 months,0
85000,32.5,16.26,0,0,0,391323,10600,34642,91.3,23,6.92,MORTGAGE, 36 months,0
150000,92,9.62,0,1,0,302406,1450,22688,78,23,14.65,MORTGAGE, 36 months,0
90000,43.9,10.77,1,0,0,115551,29500,9913,92.9,15,13.33,MORTGAGE, 60 months,0
58000,85.7,17.94,0,0,0,132600,22000,10599,100,17,6.68,MORTGAGE, 36 months,0
150000,49.5,34.75,0,0,0,216777,55200,12882,94.3,35,17.86,RENT, 60 months,1
50000,56.7,13.92,0,0,0,41860,13000,2435,100,27,13.99,RENT, 36 months,0
67000,54.8,20.53,1,0,0,255475,26800,12444,97.6,41,8.18,MORTGAGE, 36 months,0
53700,22.5,29.5,0,1,0,81192,26200,3154,100,76,18.84,OWN, 60 months,1
46000,46.6,18.13,0,0,0,65900,31000,1239,100,27,12.29,MORTGAGE, 36 months,0
54000,1.8,3.02,3,0,0,18400,12200,112,89.3,29,6.92,RENT, 36 months,1
19760,85,17.39,0,0,0,17100,7600,1420,100,19,18.25,RENT, 36 months,0
23839,78.4,27.67,1,0,0,53404,6400,3007,94.1,34,17.86,RENT, 36 months,1
39500,62.6,24.4,0,0,0,37800,19100,1111,100,28,16.99,RENT, 36 months,1
72219,78.4,14.01,2,0,0,330369,3800,19611,90,31,8.18,MORTGAGE, 36 months,0
57620,49.2,16.04,0,0,0,77031,42500,3413,100,25,9.17,MORTGAGE, 36 months,0
102000,97.8,6.94,1,0,0,15000,8600,1829,86.4,22,9.17,RENT, 36 months,0
250000,29.1,7.9,0,0,0,1527031,35200,91611,100,44,13.33,OWN, 36 months,1
140000,46.2,20.56,0,0,0,459779,65700,16703,100,66,8.18,MORTGAGE, 36 months,0
44892,82.6,28.58,1,0,0,145806,9000,16195,73.3,15,12.69,MORTGAGE, 36 months,0
130000,82.7,2.73,0,0,0,18300,9000,1068,93.3,16,11.53,RENT, 36 months,0
56000,38.3,14.34,0,0,0,186672,15600,14671,100,45,7.89,MORTGAGE, 36 months,0
74000,97.5,16.28,0,0,0,143336,21100,16255,95.2,21,15.61,MORTGAGE, 36 months,0
59800,89.9,29.1,0,0,0,352634,15500,14279,100,62,13.33,MORTGAGE, 36 months,0
45000,2.8,16.24,0,0,0,150360,12300,21197,100,10,16.99,MORTGAGE, 60 months,0
62000,98.5,30.57,0,0,1,71684,21900,3920,100,45,17.57,RENT, 36 months,0
82000,98.1,27.24,0,0,0,86561,10200,13914,95.5,22,11.53,MORTGAGE, 36 months,0
39348,93.2,32.24,0,1,0,55567,2100,3985,100,15,17.86,RENT, 60 months,0
109000,49.7,9.89,1,0,0,317774,12000,24142,89.5,19,12.69,MORTGAGE, 36 months,1
45000,94.2,16.05,0,0,0,42016,9100,3193,90.5,21,12.29,RENT, 36 months,0
102000,88,16.79,1,0,0,190221,700,20583,87,23,12.29,RENT, 36 months,0
70000,20.5,17.57,0,1,0,253178,1500,44633,96.6,35,11.53,MORTGAGE, 60 months,0
1.00E+05,90.1,12.83,0,0,0,53214,15700,6765,100,35,13.99,RENT, 36 months,0
80000,45.9,7.49,0,0,0,37149,18500,2356,80,5,11.53,RENT, 36 months,0
60000,87.7,29.29,0,0,0,372699,43500,25472,100,60,13.33,MORTGAGE, 36 months,0
79000,46.5,26.27,0,0,0,172998,71000,10285,64.3,14,6.92,RENT, 36 months,0
31200,56.7,16.5,0,0,0,192772,28100,29834,100,16,11.53,MORTGAGE, 36 months,1
38000,58.8,25.99,2,2,0,43556,5800,2877,89.3,33,12.29,OWN, 36 months,1
32000,77.7,11.14,0,1,0,57240,5500,9782,100,14,14.65,MORTGAGE, 60 months,1
75000,52.8,9.68,2,0,0,286188,16900,33759,88.9,27,6.39,MORTGAGE, 36 months,0
45000,93.3,18.56,0,0,0,170758,9400,20889,88.9,18,11.53,MORTGAGE, 36 months,0
53300,61.8,29.21,0,0,0,130695,18300,5014,94.1,35,17.86,MORTGAGE, 60 months,0
68000,77.2,21.92,0,0,0,347881,27000,24793,100,26,22.99,MORTGAGE, 60 months,0
95000,59.8,19.5,0,0,0,97630,26000,5476,90.9,22,11.53,MORTGAGE, 60 months,0
65000,50.4,18.26,0,0,0,95937,8400,3980,97.2,36,9.99,MORTGAGE, 36 months,0
120000,7.8,11.03,0,0,2,60517,8000,1963,82.1,30,6.92,RENT, 36 months,0
40000,72,17.64,2,2,0,26144,15300,2053,89.5,21,18.25,MORTGAGE, 60 months,0
70000,78.2,11.3,0,0,0,53990,28800,3033,94.4,36,12.29,RENT, 36 months,1
73546,58.8,25.05,0,0,0,189119,20500,7651,95.3,43,6.39,MORTGAGE, 36 months,0
125000,54.7,16.05,2,0,0,60553,11000,2777,88,26,18.25,RENT, 60 months,0
98000,82.5,33.75,0,0,0,142953,29500,5213,87.3,55,21.67,MORTGAGE, 60 months,1
146000,85.6,19.59,1,1,2,513134,16500,24864,93.5,48,12.29,MORTGAGE, 36 months,0
45500,11.9,23.45,0,0,0,91478,51400,4475,100,18,6.68,RENT, 36 months,0
47400,89.7,20.71,3,0,0,19009,4300,1207,90,40,15.61,OWN, 36 months,0
85000,74.1,13.34,1,0,0,262682,23500,11752,98.3,60,17.86,MORTGAGE, 60 months,0
90000,3,9.9,3,0,2,52466,17700,281,78.1,33,7.89,RENT, 36 months,0
120000,60.7,17.01,0,1,0,105540,31400,4105,100,47,7.89,RENT, 36 months,0
60000,46.8,15.58,0,0,0,201331,11000,29891,93.3,15,6.68,MORTGAGE, 36 months,1
55000,88.1,14.14,7,0,0,201863,4000,9421,72.7,57,10.99,MORTGAGE, 36 months,1
31200,63,18.24,4,1,0,35603,7800,1390,83.3,24,13.33,RENT, 36 months,1
31000,45.1,29,0,0,0,58161,29700,5209,100,16,17.86,RENT, 36 months,1
125000,56.5,4.27,0,0,0,30900,27000,1957,100,17,16.55,RENT, 60 months,0
63000,57.3,11.52,0,0,2,79300,8800,6977,100,15,13.99,RENT, 36 months,1
110000,36.2,12.31,3,0,0,116642,11800,4598,83.3,64,6.92,RENT, 36 months,0
45000,74.5,16.32,0,0,0,214875,23000,29292,100,15,12.69,MORTGAGE, 36 months,0
42100,96.7,26,0,0,0,26900,17000,960,100,35,17.86,RENT, 36 months,0
65000,75.5,28.32,1,0,0,223756,27400,6476,97.4,38,10.99,MORTGAGE, 36 months,0
52645,50.3,29.15,5,1,0,84072,6900,5559,79.3,34,13.33,MORTGAGE, 60 months,0
73000,74.5,13.13,6,0,0,199023,5000,14929,84.2,39,20.49,MORTGAGE, 60 months,0
383000,89.7,7.41,0,0,0,480825,55700,31052,100,32,10.99,MORTGAGE, 60 months,0
120000,48.5,17.68,0,0,0,480124,12000,35327,96.3,27,13.99,MORTGAGE, 60 months,1
50000,85.2,23,0,0,0,277552,1600,37308,95.8,24,25.99,MORTGAGE, 60 months,0
116000,30.2,17.47,0,0,0,322754,23400,10673,95,40,9.99,OWN, 36 months,0
111400,81.3,8.57,10,0,0,304358,5700,34776,65.5,34,7.89,MORTGAGE, 36 months,0
69000,77.2,13.53,0,0,0,47400,22800,1534,100,29,6.92,RENT, 36 months,1
91000,67.2,14.11,0,0,0,64060,14800,7043,100,9,18.25,RENT, 36 months,0
23000,28.2,19.62,0,0,0,23700,3300,2144,100,11,14.65,MORTGAGE, 36 months,0
35000,90.3,36.27,0,0,0,68802,15000,4715,100,33,17.86,RENT, 60 months,0
1.00E+05,89.7,20.17,0,0,0,378532,22100,18844,100,25,16.55,MORTGAGE, 60 months,0
80000,54.8,26.45,0,0,0,270851,75800,12308,100,31,10.99,MORTGAGE, 36 months,0
275000,74.5,6.62,0,0,0,351439,10000,43109,91.7,12,9.99,MORTGAGE, 36 months,0
250000,65.9,14.14,1,0,0,286492,38100,13427,97.5,40,14.65,RENT, 60 months,0
56000,71.9,15.3,1,0,0,31514,13600,1881,90.3,33,17.57,RENT, 60 months,1
62000,98,32.4,0,1,0,48350,4000,2884,81,36,17.57,RENT, 36 months,1
261821,24,7.85,4,0,0,1304984,118700,43390,92.3,54,18.84,MORTGAGE, 60 months,0
146460,47.5,19.01,1,0,0,128635,17800,9650,92.3,26,25.99,OWN, 60 months,1
24000,45.9,15.5,0,0,0,30879,16800,1709,90.9,24,7.89,RENT, 36 months,0
