number_treatment,temperature,humidity,rain,wind,sunshine,insolation,pressure,so2,fine_dust,no2,ozone,co,blog,twitter,news,date
241218,24.91516539,67.90895021,3.664314845,3.463383633,7.27851431,11.26747921,1004.685385,0.002650919,15.40415296,0.008309526,0.046307452,0.324002225,815,4744,20,sat
257220,27.93299678,69.41038204,3.663428456,1.611681802,10.16949525,12.68057639,1006.985805,0.004254772,35.10567956,0.016694021,0.052102114,0.464949256,1025,2870,41,tue
83091,0.19670826,62.39433758,3.644953276,1.507297235,1.373967997,2.68592354,1024.976248,0.004438054,32.91325372,0.022782029,0.02129231,0.625520092,1210,9849,31,sun
87967,13.83733016,67.30530649,3.617365361,2.002867876,3.745522833,7.7099114,1017.089895,0.00432451,57.02696722,0.021373679,0.055007076,0.603717038,953,4116,19,sun
297632,22.89649751,76.25545229,3.599067491,1.544390171,6.497058011,12.42879123,1008.470692,0.004336358,48.99007692,0.017187489,0.055550534,0.45184068,1010,2459,18,wed
712587,2.477692744,72.27584747,3.578691376,1.62483255,1.497937396,3.092793511,1025.575711,0.006173058,35.5409339,0.030364628,0.011813097,0.831439811,3186,13230,30,mon
234646,29.84463721,75.96479225,3.568339563,2.421360256,8.104570664,10.80305952,1005.247269,0.004665535,65.12440536,0.015000782,0.061033364,0.499831629,723,3768,31,fri
406434,22.21189854,82.93035018,3.562161953,1.567802642,3.163822733,5.581606328,1011.837136,0.00399515,33.10917917,0.018919278,0.03161405,0.455982142,1453,6946,52,tue
422392,19.13747788,69.52566249,3.52706341,1.499969565,6.322778352,8.420610517,1014.863663,0.003563508,26.57544812,0.020203699,0.036422203,0.406612484,1908,8700,16,fri
416963,2.249554798,65.7868752,3.522168351,2.552953969,1.243751791,2.114224658,1020.153561,0.006854353,67.04236731,0.027598592,0.022630802,0.907447346,2058,7324,52,wed
563526,10.66369946,74.00993011,3.394676901,2.550157219,1.994969718,3.100609915,1017.066979,0.003817054,25.79349687,0.019446992,0.023556183,0.606175547,2785,14643,29,tue
327399,20.96480735,88.19295134,3.379166414,1.524697401,0.672987246,4.659385395,1009.000232,0.004169031,26.30961931,0.017199182,0.033482957,0.416600803,922,3638,55,wed
434155,24.00198614,74.37541297,3.365415363,1.76582723,8.650166349,13.70460166,1008.585678,0.004268682,41.66045423,0.015936007,0.058296645,0.445364182,992,2959,34,mon
651510,2.22420426,65.30485655,3.324280278,2.22065715,3.91043293,5.704544248,1029.784151,0.003964757,25.90377549,0.022022502,0.027603157,0.621756359,2139,7578,94,thu
97580,0.091701867,51.85793913,3.32082016,2.739371216,7.988621001,6.222261927,1027.184107,0.004745769,26.86527644,0.015426072,0.027943211,0.49204358,1381,9832,26,thu
831507,4.308306026,51.68397342,3.292041688,3.000357956,10.1417923,12.71550322,1017.516141,0.004177382,43.8966542,0.014654341,0.043204304,0.508371988,1708,10194,42,mon
301694,25.02151268,79.2081683,3.276050446,1.742700045,6.015230344,11.26443695,1009.804667,0.003648666,33.72841958,0.014940815,0.04645399,0.451652164,1037,3174,32,tue
396546,1.339156797,64.52896432,3.264807403,2.869025425,5.381872208,4.716251646,1018.178997,0.004461993,26.04154245,0.018034613,0.023661635,0.524190859,2169,10385,68,thu
296553,23.05403474,79.13056639,3.252275922,1.992456826,3.012891965,6.99602432,1015.36711,0.002926637,23.93570729,0.012042392,0.032190328,0.355090491,1132,4419,37,wed
248572,27.42771535,82.36643152,3.240044724,1.928212698,4.922937451,9.19150275,1010.986149,0.003531039,36.31587822,0.013330771,0.030674118,0.443465353,759,3015,42,fri
563174,1.62368019,45.23167872,3.221693547,3.097980281,8.861712621,8.748936333,1022.687098,0.005968922,57.77890905,0.022457522,0.036468269,0.777621458,1646,9699,31,fri
492257,11.17504576,61.08748643,3.138194766,2.30847394,4.183869517,7.689237521,1013.34024,0.005248493,54.96177307,0.026678071,0.044879285,0.58442228,1660,5975,50,thu
610937,-4.677941899,35.45154001,3.131059008,3.743530617,9.299591093,9.09082966,1024.035526,0.003999194,31.01948326,0.011914763,0.030124167,0.393487326,3176,14152,211,tue
215671,7.075210529,76.29894244,3.10299671,1.618848821,0.457938147,3.315956877,1018.601667,0.005381558,63.80480527,0.026248701,0.027100067,0.714945215,1081,4821,22,sat
400303,22.8803306,85.47682396,3.095728043,1.164759146,1.059921308,4.507492245,1016.172186,0.003220968,35.25068809,0.019889265,0.030768046,0.542399046,1305,8603,34,thu
430320,18.96030477,80.20592517,3.087131529,1.657182403,3.789486609,5.92053827,1010.439445,0.00364996,34.93082661,0.018952162,0.034758538,0.47717785,2118,6256,23,thu
251908,26.89034734,78.00114272,3.079225924,2.70706687,7.214849994,11.08401223,1002.323999,0.00378996,28.12537633,0.011861533,0.032842071,0.325513302,866,3458,15,wed
624184,2.560504142,80.08538772,3.054479507,2.589402371,0.58406582,2.997196094,1017.129338,0.003192248,13.59421618,0.015193288,0.028651362,0.44333363,1744,9867,34,sat
515087,-1.989067692,59.37689323,3.003060182,2.726876464,7.858146654,6.209334691,1023.790336,0.004276325,23.90074084,0.01575355,0.022827576,0.490481167,2397,18486,18,sat
279514,24.53947132,79.28518286,2.908020507,1.851057884,8.957471996,12.16367224,1010.825093,0.003878,47.75330179,0.014981497,0.055493991,0.591587791,1201,6382,28,fri
768228,3.078707479,66.60181007,2.84901963,2.383858979,2.039641206,3.880061789,1017.488235,0.005022883,44.56667079,0.023531602,0.026281846,0.684708775,1787,11722,40,mon
446908,15.68765997,69.9141588,2.814037193,3.055400151,8.034931591,12.10019793,1011.234101,0.00355716,41.23876985,0.014979161,0.053605359,0.446822986,1395,5025,48,thu
306249,21.55290987,80.09321615,2.812199045,2.3485978,0.599975317,5.697076326,1008.024964,0.002776321,28.11734772,0.012340234,0.037631501,0.36199899,662,3058,29,sat
431689,2.37420506,65.99068239,2.800199135,1.711749691,1.497837598,3.286796435,1025.708617,0.005350668,47.46992855,0.032585336,0.012841881,0.868721753,1882,8508,34,tue
56145,28.89896358,72.71128761,2.794311326,2.196272336,8.400124924,11.94738327,1005.495919,0.003892343,35.6330001,0.009104049,0.029736655,0.319042656,865,3784,21,sun
253809,23.52856529,83.97892785,2.768467446,1.211029924,0.309440334,4.043926343,1008.489234,0.00442222,73.47530269,0.022787433,0.036544813,0.632371635,1190,3534,0,wed
61350,21.69769457,82.65160643,2.747843898,1.538504703,1.458919562,6.083097518,1006.881008,0.003714598,43.41171624,0.013207383,0.047511525,0.534953603,542,2842,12,sun
92376,2.490838168,59.5229106,2.739307167,1.358069967,1.449784158,3.152822022,1021.054605,0.00613435,41.98309789,0.031525035,0.020432569,0.76173032,1326,10357,13,sun
324303,22.60400596,66.40419567,2.710820574,2.098621545,4.321165684,10.3647113,1009.403442,0.004462306,47.90739858,0.017723518,0.058414067,0.439156188,653,2689,14,sat
554388,20.59705148,60.8443761,2.688514761,2.941874814,9.053822893,14.3960495,1003.076107,0.003780333,70.66447971,0.014565407,0.056210839,0.462772527,1095,4026,21,mon
252099,27.38683869,69.87252112,2.673726934,3.700038853,8.426383774,12.08753676,1009.183729,0.003261522,20.06015422,0.007995545,0.019550922,0.276984019,748,2745,10,tue
501906,9.939856311,59.03809055,2.665870286,1.421775596,7.568189905,7.168830068,1026.268668,0.003924451,34.39622245,0.023819855,0.023076748,0.541469784,1814,8013,49,fri
512596,2.445768256,57.07079102,2.638881521,1.348786023,6.826967224,7.042439875,1024.096586,0.007214292,71.2342295,0.036655232,0.026686252,0.938457032,1565,6468,27,thu
406096,14.74353436,77.21632869,2.580045746,2.873851438,2.986897935,4.222157758,1015.513913,0.003178379,35.40996549,0.016291935,0.028145241,0.470460876,2572,20258,35,tue
438361,-5.548518726,52.25950858,2.579408729,4.279579383,6.59906593,5.218974658,1024.25834,0.003869642,17.83340254,0.009861664,0.020749477,0.352978723,4413,15389,48,wed
682872,3.024765144,66.50457216,2.57649001,2.900609181,1.883976733,3.724142098,1019.711926,0.004504251,24.13732353,0.020937969,0.02487917,0.649625428,2306,9401,68,fri
368313,28.79284313,72.26199781,2.550875447,1.785982089,9.09185764,12.4276764,1006.25932,0.004601029,34.87079952,0.014192281,0.038637409,0.431819312,965,2849,50,mon
508845,0.958170842,68.92744285,2.548470523,2.451417251,3.77555488,3.832031163,1020.325708,0.004456469,23.83250343,0.018544157,0.019198366,0.531071539,4043,16178,73,wed
72756,18.46586721,70.3813212,2.547724439,2.524272755,3.271348697,4.764761087,1017.262508,0.003040105,30.62760532,0.013957796,0.033911127,0.41545479,1348,7895,10,sun
418112,19.6464229,74.16266651,2.471495468,2.127155349,4.387877862,6.408143167,1012.064564,0.003677727,35.76718175,0.016208738,0.042131397,0.469842181,1541,6346,55,wed
468696,14.38576866,81.456447,2.469202763,1.238073443,2.274631165,3.36431066,1022.733176,0.003990262,51.92158926,0.029578793,0.028240141,0.722258069,1326,8379,12,sat
459359,1.246884029,64.78220396,2.453262904,3.069998852,5.918928559,4.556513191,1021.093105,0.005393157,30.16845559,0.021136573,0.022457072,0.895727417,1914,9501,17,sat
414392,20.7315641,80.43776189,2.452089708,1.436092274,4.589241961,7.796358358,1017.285796,0.002763348,19.43509318,0.014467331,0.03880367,0.384972863,1119,6068,5,sat
450279,10.94952168,73.36641329,2.423259467,2.59704313,5.234753128,8.193228865,1009.217135,0.005182776,66.2220104,0.019621259,0.04835931,0.635473871,1260,5695,29,thu
763013,3.81995287,46.74753269,2.419454688,1.276391338,6.868206594,8.018366652,1028.627634,0.006624462,57.40053624,0.034036633,0.031248989,0.869820654,1372,5797,41,mon
647673,1.986406945,63.4540406,2.398263899,1.864373681,7.893986185,8.599368173,1027.365379,0.00594628,56.44829058,0.02587881,0.035484979,0.734871012,2017,6410,48,thu
423787,2.022208307,60.48871989,2.386932026,1.803307867,7.778616427,6.230276301,1018.97364,0.006442434,53.7871077,0.025589329,0.022114753,0.833767247,1073,5853,17,sat
485368,5.399464538,60.78732175,2.3720144,1.327811743,8.83393059,7.974934727,1022.952058,0.004386641,38.86894882,0.026746838,0.021922425,0.615656594,2460,12678,39,wed
646382,-3.24168359,38.83973632,2.3720144,1.824209571,5.177728855,6.450922341,1028.279408,0.005452608,37.54773498,0.022387651,0.023286405,0.573253421,2971,12527,111,wed
688196,5.271453343,45.20510784,2.277133824,2.973687826,8.745221416,8.092095742,1021.552114,0.003797075,28.61173011,0.013883399,0.028334921,0.406724673,2969,13540,53,mon
936662,0.551903263,70.80043655,2.267804883,2.543074451,2.760662619,4.685857117,1024.953342,0.003493773,26.9455301,0.016469107,0.029841041,0.507317812,2610,9190,77,mon
394903,1.187922344,65.98958096,2.251067615,3.469223909,4.285009499,3.996616636,1014.011856,0.004676054,26.97861885,0.016484291,0.023851676,0.52815066,2205,9178,37,wed
674773,0.029335257,51.92797353,2.250207914,1.828826366,3.318314055,4.927372814,1025.373933,0.00526397,39.6050874,0.027894637,0.020065111,0.666472474,2484,12158,106,thu
525949,8.787948304,57.54348481,2.20778246,4.140552306,5.939415148,5.381539709,1014.166073,0.004126521,42.55788293,0.014791066,0.032126049,0.587568883,3679,22777,104,wed
90060,22.85061405,69.77428103,2.205905361,2.700515825,5.965208962,8.612642838,1017.441983,0.002937472,35.70898098,0.008561853,0.041621042,0.384109655,860,4538,18,sun
61360,26.67991432,78.67611831,2.168542803,1.559573377,7.998528551,11.78851027,1010.979617,0.003563351,37.76397891,0.011165051,0.051488278,0.39001147,629,3061,7,sun
476643,9.351758624,61.50603353,2.16439793,1.946649793,6.621738788,7.926462417,1015.610581,0.005411639,57.31929364,0.031019451,0.037337243,0.764831591,1383,7304,51,tue
61891,-2.244641072,75.28107953,2.146366807,1.930415225,4.096481407,3.870607268,1019.892227,0.007415777,55.51581917,0.026114947,0.022785864,0.810629989,1093,11376,30,tue
373207,19.11179349,79.56648804,2.126659201,2.205944879,4.168856152,6.08693453,1016.886651,0.002939005,39.01388478,0.013668556,0.030698861,0.488145921,2223,10822,28,tue
92736,12.4962161,63.94585284,2.104968978,3.397802827,4.686199344,4.659298434,1012.208112,0.003469924,38.47626391,0.011526305,0.038729735,0.648395939,1913,21094,17,sun
529264,-0.029848529,41.68170489,2.094946831,3.308470823,6.417407659,7.905380493,1023.824745,0.004337803,36.02966844,0.01544726,0.034449939,0.451902573,1673,8006,42,tue
78651,9.443977562,55.77436776,2.079984572,3.679978073,7.687527498,7.699923594,1017.810208,0.003103642,21.94949515,0.010512191,0.033455684,0.424681306,1625,14161,14,sun
486563,21.19744902,76.75017958,2.066426303,1.959056899,4.782693615,10.2216394,1009.992045,0.003387935,41.08591823,0.014657272,0.043391949,0.410770049,960,3719,43,mon
251053,21.37603317,72.03592877,2.055686533,3.053976685,3.532267771,9.210017952,1004.821901,0.002701008,22.73289383,0.009815623,0.046255927,0.304262017,839,3375,55,wed
239132,27.61560109,73.1912509,2.055110648,2.645411726,7.533887262,12.33404997,1008.689453,0.003609734,21.59789049,0.009844273,0.024699313,0.320095278,517,2855,6,sat
459599,13.68333295,71.00269021,2.046697051,2.809075134,9.557548517,13.24523315,1009.233689,0.003867732,35.54782988,0.018245025,0.053513704,0.51376319,1155,5524,34,wed
99671,5.355601843,63.21217652,2.044119671,3.729516029,7.161617414,10.21391128,1006.577688,0.002958605,22.3482354,0.009803505,0.04531014,0.391797811,1193,8437,23,sun
288650,25.21813102,77.27541329,2.028585594,1.671673014,5.20291767,9.91159893,1010.276293,0.003768541,41.73748057,0.016114098,0.05180013,0.460472607,1054,6109,32,wed
507885,6.717378873,68.9162073,2.02063874,3.048675411,4.702130972,7.530122355,1014.021617,0.003809313,50.92419408,0.017214444,0.039469404,0.508887612,1724,5307,48,thu
726491,0.546217665,67.5063234,1.993464997,2.080296032,6.977742916,5.505660957,1029.477136,0.005209377,31.86935656,0.024342077,0.020218648,0.668794868,3529,11101,119,mon
511914,9.90776056,78.88299522,1.986243503,1.315504286,4.273709519,4.230365705,1024.304389,0.004976301,45.02341392,0.034262871,0.021555784,0.874583092,1606,9188,42,sat
680105,1.474857642,68.88139306,1.967283744,2.63261802,2.354063695,3.637776422,1020.026485,0.00714174,75.06215817,0.026050546,0.024446995,0.853563503,2077,9170,56,mon
471030,1.319295157,77.09555481,1.962670013,2.604376328,3.790181336,4.819801257,1018.261573,0.005030146,38.82628004,0.021361504,0.03085778,0.759243106,1657,8337,26,wed
391463,20.34050627,75.90577374,1.955801157,1.883950203,5.417308906,8.001296124,1009.944698,0.003090895,27.20041398,0.015959663,0.038219642,0.44282341,1688,5428,28,fri
301457,22.0218019,78.96991417,1.953937521,1.779905625,7.682772009,12.43271735,1006.743337,0.003538443,36.99023781,0.015541939,0.047294446,0.414862006,990,3503,32,tue
505571,23.17808493,61.37224473,1.939251365,2.451147449,8.476577327,12.70214056,1007.2257,0.003285645,32.86285442,0.013293003,0.054090923,0.3451061,870,3167,59,mon
68678,22.93153853,61.63608719,1.931483014,2.653341,7.581885515,12.67655024,1007.339727,0.003605381,38.0808359,0.011593964,0.055448119,0.392285546,595,3058,24,sun
462323,5.567124249,57.02871258,1.929369602,1.679059877,3.690881065,6.218257608,1022.675982,0.006643554,57.78480635,0.031541324,0.034127191,0.782552584,1716,5061,50,tue
542438,7.954532562,75.49326626,1.921001211,2.556677971,2.607547076,4.592416303,1013.276918,0.0039257,44.21215654,0.022615005,0.0411606,0.61886569,1637,10615,31,tue
274227,27.90397125,73.48498744,1.918510608,2.698909922,3.787697329,8.840060195,1006.621541,0.003402028,20.56864451,0.012775478,0.029935126,0.317770415,897,3269,25,fri
56735,27.34758101,77.62838031,1.917043537,2.911961769,4.537669358,8.754430751,1007.271762,0.00299336,22.27636448,0.00711959,0.02700471,0.287928193,529,2978,16,sun
79832,21.32812744,76.47279978,1.901938352,2.846099911,1.82079158,4.303890367,1022.26131,0.002761966,19.41566637,0.011462584,0.031395922,0.342131623,1198,7533,17,sun
119745,-2.37325411,48.7185124,1.89761152,1.876428954,9.426515987,9.058013957,1030.586939,0.005672445,32.06106383,0.015745666,0.035879329,0.556701266,929,10042,16,mon
508979,6.945709167,78.15358823,1.885270239,2.29941359,0.437863517,1.590121196,1016.692321,0.006279102,46.60969804,0.030062121,0.025283675,1.096292003,1312,6957,20,sat
547627,-2.861678653,59.38814666,1.861913576,2.987652804,7.431036218,5.589325609,1020.986693,0.004298032,22.22161323,0.014151611,0.021041769,0.407719223,3759,14843,55,fri
393269,20.33427331,71.7374079,1.859015047,1.399086581,1.691394821,5.20827332,1012.906469,0.004048655,41.17770908,0.02105699,0.036586304,0.453950621,1998,15790,23,wed
531103,10.06824211,72.40984199,1.857846027,1.607568203,4.706675533,4.635689733,1018.855189,0.003970005,31.75238793,0.023832075,0.022336991,0.66178992,2583,10834,115,wed
262368,26.61211391,79.54106637,1.849380017,2.883109718,4.61242208,9.191818313,1003.066224,0.003347527,26.06836086,0.011131296,0.031353854,0.325116146,875,5774,208,tue
320467,28.64309143,71.53775077,1.819744356,2.063405694,10.14782967,12.80140149,1006.808378,0.003777508,21.62902709,0.012323461,0.032212114,0.327121176,941,3908,44,fri
708735,2.904400058,61.8140296,1.806025803,5.326284185,4.024271146,3.839037342,1014.21366,0.003242237,30.07312696,0.008849038,0.026122643,0.438096516,4802,20658,80,mon
493229,15.54597463,86.82791961,1.800601081,1.387702973,1.767223761,3.627367287,1013.155834,0.003590803,28.76811949,0.0223202,0.023914238,0.597454288,1593,8565,10,sat
438212,-1.07015518,67.1597467,1.79095939,2.382858833,6.711488215,5.568403855,1020.669487,0.003383774,31.51370979,0.015451817,0.0215319,0.42123151,2539,9595,52,thu
904659,3.623887763,52.11635801,1.782802728,1.458737968,7.540093182,7.435960656,1022.066274,0.006746451,50.99126838,0.038201923,0.01920346,0.966608787,1531,10127,79,wed
318151,22.57210859,76.05432956,1.776221752,1.968652714,2.470524411,9.060179805,1008.288572,0.003509641,52.50436784,0.015962867,0.049208887,0.468664474,887,2821,20,fri
403116,18.33113309,66.53092836,1.774970219,1.938703849,4.823955862,9.100731842,1001.976022,0.005886682,70.76544453,0.023330546,0.062845403,0.604308667,1229,3170,28,wed
266854,28.20316254,71.37164202,1.761730408,1.991479277,8.001000779,11.56661642,1008.323142,0.003626052,33.47183827,0.014379924,0.051861811,0.455207059,951,3097,65,wed
664801,3.386065476,59.15723266,1.755174184,4.024888161,5.750676816,5.13504547,1015.410534,0.003063974,17.1623366,0.011110522,0.022904622,0.330091922,2963,21370,80,mon
470465,22.98838437,78.02612119,1.714493042,1.331444994,6.400498804,9.17721362,1012.206479,0.004275549,40.20878428,0.019663583,0.059204928,0.552457128,784,3686,23,sat
459512,18.88638283,74.20277664,1.71226917,1.542724148,0.675627203,3.956733805,1015.969814,0.003854673,33.8878525,0.023086321,0.029584773,0.463683476,1291,9280,16,sat
267543,25.49832366,75.44342806,1.71133951,4.170325784,5.452577277,9.37099554,1008.206569,0.002988759,30.58789987,0.008363604,0.054442073,0.452819206,676,3496,8,sat
100598,3.633988537,61.62581633,1.707850368,1.3563628,8.128584391,8.423231664,1030.66338,0.00738643,85.58057372,0.031000978,0.044107006,0.966210998,1317,8345,13,sun
115125,0.678220661,74.94483029,1.681480766,2.537245714,2.422920308,4.485052321,1020.552425,0.003452509,21.64571901,0.012529551,0.030097757,0.468826109,1764,10666,37,sun
394290,-0.067256313,65.32361666,1.670663696,3.6155061,4.927113907,4.322233951,1020.417593,0.004145527,29.37415719,0.013761026,0.026413206,0.46279387,2026,8025,36,thu
497374,5.104220775,51.87084339,1.66041008,2.407227365,8.309325747,7.512882646,1021.278064,0.003850471,29.76850928,0.01845156,0.026560638,0.480380123,2867,16616,32,tue
436635,20.92757061,71.85412396,1.658478329,2.271340234,1.769093715,6.830215482,1004.347174,0.00259412,21.52492627,0.012552871,0.043635105,0.31194951,962,5395,40,thu
652492,0.737298566,61.17173336,1.612749734,2.51385968,7.932425063,8.310293482,1026.284393,0.003379097,20.75471054,0.017684995,0.029953012,0.476388877,2287,9148,48,tue
650974,15.44683639,69.85408533,1.608121534,1.88498095,7.556907532,8.322850318,1019.386117,0.003040297,29.49677397,0.017954062,0.034742643,0.455329165,1986,8365,99,mon
722552,12.63370588,72.85844862,1.60009009,2.74504885,6.997365803,9.419736404,1018.480822,0.004700743,60.79456486,0.023431209,0.04506169,0.770463145,1700,5324,45,mon
89155,13.30450049,59.62573828,1.561752511,2.503010959,3.484116242,9.243327622,1015.639458,0.004210328,36.77754248,0.016901991,0.050910947,0.439900636,775,4164,14,sun
370736,21.89944059,64.92232877,1.536023036,2.592012444,8.73073618,13.23923323,997.0429219,0.006050265,149.3988458,0.019536942,0.081989161,0.638793653,1081,3077,18,wed
448580,12.03119682,57.77148963,1.513624714,2.122719102,8.349987765,11.2875681,1017.045981,0.004910316,46.97698229,0.022488035,0.054338054,0.527566152,873,4509,13,sat
88093,11.5845702,46.71907663,1.500541558,3.91231939,8.178571392,10.77140334,1008.260646,0.00437974,61.87394024,0.011278367,0.061748543,0.45969523,1150,5869,50,sun
564815,13.7100909,58.0830013,1.499866742,2.023750681,5.033636543,8.966691695,1013.252977,0.00720142,95.32423609,0.034568969,0.05534296,0.814630865,1295,6177,29,fri
529592,-0.292906168,64.7969193,1.496197575,1.997135096,5.364467931,4.445014876,1019.784088,0.004324961,23.80755696,0.017042766,0.018869688,0.486343374,3729,13658,48,thu
83048,7.24183779,57.95156172,1.490211926,3.681216061,6.505415191,5.906275088,1000.711148,0.003991172,46.50025308,0.014451857,0.029578969,0.622420458,1670,11293,33,sun
442457,13.49378862,59.67556466,1.467664172,2.530770654,8.477789303,8.850418749,1019.35365,0.003451286,40.88458269,0.018552353,0.037638512,0.466247623,3065,9690,18,thu
90551,2.878096214,52.58764397,1.436018692,3.096192077,7.130093882,8.527062314,1021.227802,0.005600394,48.31200048,0.016034646,0.042159869,0.62973304,1360,5225,12,sun
558967,5.884368735,59.36400249,1.42320864,1.878319145,8.811026369,7.403892184,1027.91338,0.004378629,34.55397785,0.025090133,0.028275805,0.635274149,3368,14653,66,tue
519384,6.109110217,64.67907648,1.413670645,3.461688516,4.344633259,5.810097613,1012.215235,0.004348338,64.66772628,0.017659895,0.038820969,0.665429218,1800,10410,66,wed
479389,4.072658781,85.17784064,1.406467384,1.816290362,0.285463611,1.815577809,1020.789196,0.004316762,23.80959301,0.025235866,0.021923906,0.785557053,1647,8404,38,tue
195838,6.469792863,74.47702408,1.377059961,2.331767454,1.769751553,2.267921396,1015.782616,0.005864888,50.9935033,0.025935902,0.031793815,0.980699376,962,8390,26,thu
457527,12.19305327,68.62795218,1.370978698,2.130638205,8.641020884,12.28791146,1013.143647,0.00382432,40.42802091,0.018224103,0.04609445,0.447221799,1067,4604,27,thu
434246,13.34573229,52.42261196,1.363078827,2.429684431,9.514726476,13.38705682,1009.592045,0.004977916,51.45563008,0.022045968,0.050479688,0.60881801,1112,3977,35,tue
325895,20.64673104,78.69567529,1.346412218,1.989476051,6.636082637,11.59012559,1004.622534,0.003503908,49.34144367,0.015753433,0.056660277,0.43338611,943,2963,17,fri
591671,22.99931167,78.75017912,1.343957154,2.192856653,2.727484645,5.928666431,1019.014928,0.002863969,23.01923923,0.015108389,0.027643592,0.379805336,1589,5610,31,mon
394258,-6.165260289,46.82642228,1.304554242,2.19909638,8.522797896,6.948504958,1030.184997,0.006069084,33.33948914,0.023778371,0.027412395,0.695957793,1545,10816,47,thu
279062,27.04353812,72.8140227,1.30007862,1.950057896,9.337420962,13.56071849,1003.243212,0.004300897,77.59382669,0.01631251,0.063514651,0.650279998,773,3382,28,fri
506787,11.49106962,79.51620293,1.29209517,0.970961922,0.274254979,2.819942376,1024.574678,0.004476978,54.55652387,0.030901562,0.013472325,0.73635964,1623,13737,20,sat
280928,24.65609901,73.94996098,1.282355238,1.674292529,1.668250984,7.08705316,1003.928584,0.004867154,65.48303411,0.018394026,0.064537014,0.604734855,645,3172,22,sat
438213,2.868584996,86.10080156,1.277732591,1.597007768,0.25017779,1.330847211,1019.262588,0.004237147,34.60864751,0.025312031,0.023978668,0.754866943,1780,20426,42,wed
463165,4.787692446,53.19721084,1.265074347,2.083564043,8.510338881,6.679605963,1019.656258,0.006127053,56.55688144,0.02535472,0.024673188,0.855764246,1679,7919,46,fri
458578,12.74903574,81.13039629,1.258769677,1.349011149,1.620037564,3.128091122,1019.97058,0.004350283,57.88817105,0.033443434,0.023592274,0.829663944,1917,8913,38,wed
463613,7.892951978,69.10615045,1.218555881,1.449689505,7.332418079,6.829235327,1017.615347,0.005312312,72.85730407,0.031240767,0.028238646,0.889909975,1355,18191,13,sat
425884,19.16224304,68.81505463,1.214713517,2.12550686,7.287066853,9.321645067,1021.287861,0.003112618,26.82625317,0.018792386,0.035489097,0.428399449,1146,6121,21,sat
56524,24.1323756,71.88721111,1.202660407,1.608362656,9.588233657,13.96089758,1010.880796,0.003549748,54.48373485,0.010839459,0.068670715,0.508805251,639,3168,13,sun
306904,23.87535456,74.78802332,1.201045946,1.790389679,6.968181721,11.96729515,1006.400073,0.003860973,36.15607697,0.015762577,0.050005622,0.4281163,753,3613,21,fri
598236,8.871141402,68.67799423,1.195445483,1.371794087,6.645055321,5.648190594,1023.677393,0.005911785,51.33861447,0.038803192,0.019480994,0.91802808,2408,11075,41,fri
532176,9.474322374,69.68716056,1.13912744,1.312073852,7.065174324,6.222528363,1016.865838,0.004741169,60.03477586,0.033941433,0.029431399,0.833059206,2695,15772,61,tue
444024,-0.210805542,53.01528061,1.135299365,2.902818271,6.329887539,5.451702314,1027.128373,0.00795463,69.05342093,0.022627497,0.031107965,0.999794289,1246,7019,74,sat
417798,-0.718134645,68.53569,1.127353555,3.092012138,4.679504258,3.926645895,1021.690211,0.006563386,54.32593619,0.018582441,0.024355986,0.655287898,1849,8759,43,fri
695221,20.95919487,63.36874161,1.125055472,1.911020585,11.04059085,13.10247888,1012.328043,0.003511047,30.51172449,0.017505842,0.041710071,0.391404249,1288,6326,53,mon
416106,21.2923724,77.49395426,1.124172729,1.393804173,0.947544814,5.249010724,1013.862385,0.003761583,36.29542245,0.020104601,0.034746953,0.479319574,1700,5935,19,fri
87165,-2.834426332,59.0846002,1.109712625,2.369488942,5.818416268,4.859241733,1023.308683,0.004389257,17.48404206,0.013097136,0.019303083,0.491395293,1799,26723,68,sun
456918,23.85374298,74.71983099,1.09332056,1.950982286,5.30245826,10.34087465,1002.292094,0.003798909,29.20630485,0.014578145,0.036077346,0.338253387,845,3828,30,mon
804120,7.470987522,66.11346643,1.076092941,1.982062995,6.075506458,5.035475648,1024.451553,0.005083944,38.39705731,0.024518633,0.030235254,0.671263674,3335,16316,73,mon
94900,0.875907549,52.76386978,1.074403297,2.484709014,9.015987438,8.11243852,1026.833688,0.004516456,36.2585178,0.016778654,0.030904442,0.569398155,1291,22325,17,sun
285152,23.36127922,77.42738413,1.058472814,1.69338069,4.499670596,10.46997771,1007.180103,0.004523728,49.94226547,0.015888314,0.056654994,0.466443106,577,3146,14,sat
518720,17.41782047,50.72848523,1.041191231,1.715837767,4.179451838,9.25778222,1022.842016,0.006295706,54.70589039,0.030360966,0.056138129,0.576765406,762,4414,10,sat
526975,-1.197836094,61.84800682,1.03950682,1.389891922,2.261953858,3.303753837,1022.781732,0.006275188,36.04243827,0.036035479,0.008326231,0.902738984,2891,15739,27,fri
82099,23.13483129,73.21570693,1.038303597,2.03940114,9.328030623,11.31571053,1008.146665,0.003189099,27.71742579,0.01228028,0.04769053,0.400494374,847,5077,7,sun
536569,7.389794587,52.50785821,1.003161447,2.973133224,10.11060299,13.64120389,1013.327143,0.003067513,22.94427934,0.013058455,0.040905128,0.335639304,1776,6686,35,fri
445697,3.170309834,60.38143664,0.995359617,3.02217691,5.960796225,5.075988949,1014.038887,0.00490205,41.43466043,0.017586624,0.025163676,0.545912485,2158,9363,47,tue
